SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium Colonies (x103 m-3),Trichodesmium Free trichomes (x106 m-3),Trichodesmium Total Trichomes (x106 m-3),Trichodesmium Biomass Conversion factor (mg C/106 trichomes),Trichodesmium Biomass (mg C m-3),UCYN Cells (x106 m-3),UCYN Biomass Conversion factor (mg C/106 cells),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia Cells (x106 m-3),Richelia Biomass Conversion factor (mg C/106 cells),Calothrix Associated Species,Calothrix Cells  (x106 m-3),Calothrix Biomass Conversion factor (mg C/106 cells),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-03,-24.35,-37.87,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-04,-19.91,-35.52,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-05,-15.17,-33.31,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-06,-11.25,-31.46,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-07,-7.48,-29.76,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-08,-3.92,-28.21,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-09,-0.20,-26.40,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-10,3.40,-24.80,7,,,2.8600,30,85.800,,,,,,,,,,,85.800,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-11,7.58,-22.94,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-12,11.74,-21.05,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-14,19.91,-21.32,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-15,26.54,-21.80,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-16,30.92,-21.27,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-17,35.67,-20.42,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-18,39.90,-20.00,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-19,44.13,-20.02,7,,,0.0400,30,1.200,,,,,,,,,,,1.200,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-20,46.50,-14.06,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-05-21,48.75,-8.10,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-09-24,47.36,-18.21,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-09-25,42.72,-19.99,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-09-26,38.17,-20.01,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-09-27,34.03,-21.26,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-09-28,29.50,-21.81,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-09-29,24.66,-21.40,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-09-30,20.06,-20.63,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-02,12.76,-20.55,7,,,0.0800,30,2.400,,,,,,,,,,,2.400,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-03,9.05,-22.28,7,,,0.3200,30,9.600,,,,,,,,,,,9.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-04,5.17,-24.02,7,,,0.0800,30,2.400,,,,,,,,,,,2.400,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-05,1.29,-25.78,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-06,-2.38,-27.46,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-07,-6.48,-29.27,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-08,-10.77,-31.24,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-09,-15.21,-33.12,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-10,-18.86,-35.05,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-11,-22.93,-36.96,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-12,-26.61,-39.60,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-13,-29.85,-42.91,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-14,-32.80,-46.12,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-15,-35.71,-49.57,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-16,-37.81,-52.19,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-23,-43.58,-55.02,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-24,-48.00,-55.88,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1996-10-25,-51.93,-57.89,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-04-21,-50.97,-57.30,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-04-22,-47.62,-55.93,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-04-23,-43.48,-54.40,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-04-30,-35.65,-49.82,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-01,-32.62,-46.20,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-02,-29.33,-42.63,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-03,-26.10,-39.18,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-04,-22.16,-36.62,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-05,-18.27,-34.77,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-06,-14.12,-32.83,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-07,-10.03,-30.95,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-08,-5.90,-29.08,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-09,-2.03,-27.33,7,,,0.1600,30,4.800,,,,,,,,,,,4.800,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-10,1.90,-25.62,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-11,6.08,-23.63,7,,,0.6200,30,18.600,,,,,,,,,,,18.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-12,10.06,-21.92,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-13,11.74,-21.08,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-14,17.78,-21.22,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-15,22.17,-21.55,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-16,26.28,-21.88,7,,,0.4000,30,12.000,,,,,,,,,,,12.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-17,30.04,-21.77,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-18,33.73,-21.30,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-19,35.10,-20.97,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-20,39.87,-20.00,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-21,43.97,-19.98,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-22,47.00,-20.00,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-05-23,48.06,-13.98,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-17,48.67,-8.45,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-18,47.98,-13.20,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-19,47.17,-18.48,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-20,42.83,-19.97,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-21,38.72,-20.02,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-22,35.45,-19.52,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-25,32.32,-17.23,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-26,29.05,-20.97,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-27,24.13,-21.00,7,,,0.0800,30,2.400,,,,,,,,,,,2.400,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-28,19.72,-20.53,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-29,15.48,-20.02,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-09-30,10.92,-20.87,7,,,1.0400,30,31.200,,,,,,,,,,,31.200,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-01,7.03,-22.47,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-02,2.82,-24.17,7,,,0.0400,30,1.200,,,,,,,,,,,1.200,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-03,-0.78,-25.67,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-04,-4.78,-27.37,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-05,-8.97,-29.12,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-06,-12.88,-30.70,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-07,-16.68,-32.37,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-08,-20.67,-34.22,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-09,-23.90,-37.28,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-10,-27.68,-40.98,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-11,-31.62,-44.87,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-12,-35.48,-48.87,7,,,0.0200,30,0.600,,,,,,,,,,,0.600,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-13,-38.83,-51.92,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-14,-42.23,-54.45,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Tyrrell, T., National Oceanography Centre Southampton, Toby.Tyrrell@soton.ac.uk","Tyrrell et al. (2003), doi:10.1093/plankt/25.4.405",Standard Light Microscopy,1997-10-15,-46.05,-56.70,7,,,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
